Gene symbol	TCGA-05-4244-01	TCGA-05-4249-01	TCGA-05-4250-01	TCGA-05-4382-01	TCGA-05-4384-01
CD6	145.2134	158.7247	339.2191	208.9125	127.6726
CD70	8.7268	5.4733	186.355	9.3329	16.4936
CD72	64.229	57.3083	109.0939	286.9257	72.694
CD74	75449.8647	82297.29	65692.1164	98069.2343	48861.3317
CD79A	54.455	315.8395	121.3628	2310.2423	84.3005
CD79B	28.6238	105.9238	75.9347	302.2411	29.9328
CD7	109.6082	81.1331	266.2688	1485.6002	54.3677
CD80	54.1059	88.5381	48.0809	101.7043	27.4893
CD81	7249.8473	12354.7673	8998.0933	12675.9409	9700.0611
CD82	1057.6839	1782.0305	1068.0594	992.8729	786.1943
CD83	690.4616	704.7633	467.5454	691.1104	552.2297
CD84	190.9416	271.7315	248.0312	473.1043	274.8931
CD86	381.8832	528.009	458.2608	916.7742	338.4239
CD8A	141.0245	120.7338	961.9498	169.188	114.8442
CD8B	48.5208	40.5665	188.6761	37.5708	20.1588
CD93	1265.73	1670.9554	1571.4167	2363.6071	3262.0648
CD96	89.7111	421.7633	225.1513	180.9139	69.6396
CD97	1247.5783	2001.283	2613.6119	2034.8032	2500.9163
CD99L2	950.8683	772.6961	1080.9915	1241.7492	3372.6329
CD99	1546.3828	1072.4378	3608.0577	3809.0042	1284.0562
CD9	8000	3465.8641	4402.2217	15264.7332	10149.664
CDADC1	80.6353	108.1775	73.9451	132.5745	127.0617
CDAN1	311.0219	282.356	236.757	181.3925	321.9304
CDA	713.8494	78.8794	1206.9966	62.937	158.8271
CDC123	702.9095	1094.4983	1343.238	1173.5906	1029.609
CDC14A	113.4479	208.306	107.1044	147.6507	125.2291
CDC14B	331.268	273.6632	244.7152	467.6003	500.9163
CDC14C	4.5379	5.1513	4.3107	6.9398	7.3305
CDC16	872.3274	1101.414	832.6287	1131.1907	1437.3855
CDC20B	7.6796	2.8976	0.3316	1.9144	1.8326
CDC20	485.5572	122.6655	1052.1429	623.8659	94.0745
CDC23	1064.3163	776.5596	885.6835	508.282	599.8778
CDC25A	82.3807	17.7076	148.5534	71.7912	23.2132
CDC25B	5421.0664	891.4982	4489.0989	981.147	3263.2865
CDC25C	210.1545	25.1158	228.8021	30.1523	15.8827
CDC26	74.352	79.8646	63.0026	132.2706	131.0385
CDC27	1705.2099	1386.9896	1799.2208	1350.8719	976.1759
CDC34	2944.4105	1095.9407	939.0699	766.9698	491.1423
CDC37L1	284.8416	235.6723	208.5717	385.7583	221.7471
CDC37	2528.6674	2511.9064	2415.9828	1960.1403	2260.843
CDC40	574.2211	923.0499	512.642	496.3168	735.4918
CDC42BPA	2108.3864	2810.3602	1502.1139	1262.5687	3357.9719
CDC42BPB	2412.776	3464.8983	3430.9873	2498.8139	5031.7654
CDC42BPG	581.9007	518.0284	599.8508	348.4268	1035.4307
CDC42EP1	2783.838	3402.4387	4060.6814	2099.176	1113.0116
CDC42EP2	91.1074	87.5722	512.9736	140.4715	149.664
CDC42EP3	4408.4126	1915.6425	2733.6483	855.5123	908.9798
CDC42EP4	2333.886	2084.3478	2662.356	1264.9617	2160.0489
CDC42EP5	18.8498	38.6348	97.4882	105.0545	380.5742
CDC42SE1	3459.9389	4109.6649	3084.1582	5279.9565	5685.2963
CDC42SE2	3372.022	2446.2272	2513.1394	1400.4079	1533.2926
CDC42	6419.7574	7900.4961	5929.205	6169.0217	5436.7746
CDC45	198.2721	42.8202	231.12	165.5985	14.661
CDC5L	1100.2705	1421.117	1182.1272	869.392	918.7538
CDC6	621.3457	109.4653	1014.0098	453.7207	55.5895
CDC73	1581.988	1640.0476	1622.482	1194.367	1397.6787
CDC7	193.3851	84.0307	129.9842	310.3775	65.9743
CDCA2	93.9	31.2298	380.3366	81.1241	37.2633
CDCA3	127.2048	44.4204	252.4878	197.0215	48.5034
CDCA4	383.9777	320.3469	976.8714	363.9816	157.6054
CDCA5	418.5356	141.9829	1010.3623	259.645	84.3005
CDCA7L	575.2614	452.7774	671.8495	814.0266	741.8998
CDCA7	836.0241	706.3731	1513.7196	244.8081	31.1546
CDCA8	515.2282	119.4459	661.1954	501.3422	101.405
CDCP1	2140.85	1519.6357	5419.5474	1353.9829	656.6891
CDCP2	0.3491	0	0	0.4786	0.6109
CDH10	1.0472	7.405	2.6527	6.9398	9.774
CDH11	1178.8114	2757.2374	2390.7817	3909.9905	1197.923
CDH12	2.0944	0.9659	0.3316	5.2647	1.8326
CDH13	76.0974	51.835	162.1487	749.9792	264.5082
CDH15	6.2833	35.7372	23.8747	23.4518	274.8931
CDH16	4.887	0.322	0.3316	0.2393	3.0544
CDH17	1.7454	20.6052	35.812	30.8702	20.7697
CDH18	0	0	0.6632	39.2459	0
CDH19	2.4435	2.5757	0.6632	47.8608	10.3849
CDH1	9112.488	20053.0746	13691.7848	19837.8355	7411.7288
CDH20	5.9342	168.3834	0	0.4786	3.0544
CDH22	0	0.6439	0.3316	7.1791	0.6109
CDH23	44.332	83.0648	50.4021	161.291	73.3048
CDH24	127.7598	114.6166	130.979	297.6944	171.6555
CDH26	34.9071	31.8737	19.8955	81.6027	89.7984
CDH2	4.1888	7.727	79.9138	82.5599	10.9957
CDH3	2646.3042	4652.2747	5800.8787	872.9815	668.2957
CDH4	1192.4252	42.4983	5.3055	35.6563	3.6652
CDH5	646.8278	801.9942	692.0335	788.9858	2233.9646
CDH6	50.2662	35.4152	77.5926	37.5708	108.1246
CDH7	0.3491	0.6439	0.3316	1.4358	0
CDH8	30.3691	0.6439	4.6423	15.3155	9.1631
CDH9	0	0	0	0	0
CDHR1	3.1416	6.4391	5.6371	3.3503	6.1087
CDHR2	2.4435	1.6098	641.963	0.4786	4.887
CDHR3	287.1734	203.7986	27.8538	2.0867	32.9872
CDHR4	97.7398	67.289	14.5901	0	2.4435
CDHR5	3.1416	1.6098	1.3264	1.1965	14.0501
CDIPT	1866.4805	2155.1783	1493.8241	1903.9038	1618.204
CDK10	694.3014	1084.0283	511.3156	637.7456	1367.7459
CDK11A	346.0895	499.02	330.0108	614.9806	727.6298
CDK11B	437.574	491.6408	534.1192	718.6615	693.2621
CDK12	1890.2173	2773.0133	2069.8002	1665.0783	1170.4337
CDK13	1181.9531	1161.9418	857.4981	1009.3849	1589.493
CDK14	99.4851	242.4334	399.9005	738.7319	271.2279
CDK15	1.0472	7.405	2.9843	1.1965	0.6109
CDK16	1212.3222	1536.0555	2294.6199	2532.0772	1694.5632
CDK17	740.7278	778.1694	885.3519	654.4969	749.5418
CDK18	1223.4925	1040.2422	632.6784	586.7738	740.9896
CDK19	679.9407	1397.4725	483.8829	759.7021	1051.1668
CDK1	607.0338	229.5551	1454.6962	438.8838	114.2334
CDK20	87.2676	145.8464	103.4569	124.6775	130.7269
CDK2AP1	1649.0095	3755.6252	1463.3176	1652.1559	1236.4081
CDK2AP2	1224.1906	2296.1954	1060.4327	2157.5662	2574.832
CDK2	735.1427	507.0818	1017.3257	816.0272	376.909
CDK3	181.7366	173.6313	52.4679	465.8414	190.4459
CDK4	2251.8544	1843.8462	3659.7861	2979.3367	1542.4557
CDK5R1	83.0788	64.0694	477.1616	67.0052	105.0703
CDK5R2	21.2933	3.8635	23.2115	0	15.2718
CDK5RAP1	629.7234	547.9703	632.6784	481.7193	742.2114
CDK5RAP2	1146.6969	646.1671	513.6367	837.8038	3858.2773
CDK5RAP3	3466.2711	2189.6277	1727.2652	2070.4595	2678.0696
CDK5	324.2866	248.2286	328.2765	314.4457	319.4869
CDK6	136.8357	166.1297	914.8636	571.4583	617.5932
CDK7	819.9668	509.0136	722.2084	423.0897	397.0678
CDK8	216.4238	187.3788	200.6134	318.5138	199.7557
CDK9	1318.7887	948.4845	1002.404	1039.2979	1825.2902
CDKAL1	341.042	389.5676	280.5272	353.9308	272.4496
CDKL1	23.3877	27.3663	51.7284	8.8543	16.4936
CDKL2	3641.5045	685.1239	198.6239	163.684	354.9175
CDKL3	31.5769	11.9575	17.0936	29.1018	34.3922
CDKL4	0.3491	1.9317	0	0.2393	1.8326
CDKL5	34.2089	65.6792	37.1384	30.3916	39.7068
CDKN1A	3617.4186	1719.5709	3850.4518	3577.5971	3152.1075
CDKN1B	1355.7902	1795.5527	1148.9679	1066.1	1686.011
CDKN1C	185.7056	173.8566	216.8615	235.236	334.1478
CDKN2AIPNL	561.6546	241.4675	424.77	372.118	428.8332
CDKN2AIP	416.7903	445.5881	524.2477	262.756	442.8833
CDKN2A	39.445	235.0284	538.8378	471.9078	85.5223
CDKN2BAS	2.0944	3.2196	16.2646	8.8543	3.6652
CDKN2B	168.252	768.8327	257.3158	664.5476	485.0336
CDKN2C	165.1104	161.6223	162.4803	371.6393	127.6726
CDKN2D	163.7141	129.7486	149.2166	151.9581	64.1417
CDKN3	155.3364	31.5518	218.1878	79.6883	20.7697
CDNF	36.6524	7.083	9.6162	26.3235	18.9371
CDO1	9.774	20.6052	19.8955	22.2553	62.3091
CDON	49.219	501.2866	34.4856	161.5303	238.2407
CDR1	0.3177	3.812	1.5419	1.735	4.1173
CDR2L	305.7858	816.8042	735.4721	2305.6955	337.2022
CDR2	619.6003	885.381	682.4173	612.8579	338.4239
CDRT15P	8.3777	6.1172	0.9948	7.897	7.9414
CDRT15	0	0	0	0	0
CDRT1	2.7926	1.6098	0.7129	2.4433	5.449
CDRT4	207.6586	189.4715	92.1827	197.0837	232.3946
CDS1	624.8364	1189.9521	1210.3125	787.7893	1234.5754
CDS2	888.3847	1018.3491	1802.8683	934.722	1276.7257
CDSN	105.4193	45.7179	28.1854	53.1255	72.0831
CDT1	180.1204	134.256	622.3991	234.5181	64.1417
CDV3	2836.1986	2633.284	4031.8329	4357.9679	3671.9609
CDX1	4.1888	4.8294	4.3107	12.2045	2.4435
CDX2	0	38.3129	0	0	3.0544
CDX4	0	0	0	0	0
CDY1B	0	0	0	0	0
CDY1	0	0	0	0	0
CDY2B	0	0	0	0	0
CDYL2	28.2747	162.9101	87.2088	35.1777	27.4893
CDYL	661.1397	1057.6278	779.2423	1237.6811	904.0929
CEACAM16	0.3491	0	0.6632	0.7179	0
CEACAM18	0	0	0.3316	0	0
CEACAM19	37.6996	33.8055	114.731	439.841	149.664
CEACAM1	1930.0113	1843.5242	3274.8073	1663.1639	337.2022
CEACAM20	0.6981	0	0.3316	0.2393	0
CEACAM21	41.1903	33.1615	25.201	49.7753	36.6524
CEACAM22P	2.0944	0.322	7.295	0.2393	0.6109
CEACAM3	1.3963	5.1513	1.9896	17.9478	9.774
CEACAM4	214.3293	87.2503	30.1749	5.7433	7.9414
CEACAM5	878.6107	61043.9608	2774.7658	19645.435	66187.5382
CEACAM6	32369.6658	61663.0836	15281.7707	58393.0846	85371.3867
CEACAM7	6.9814	428.5244	3.9791	15.3155	7.3305
CEACAM8	9.4249	1.2878	0	0.4786	1.8326
CEBPA	422.7245	1593.0419	304.0703	704.5114	1014.0501
CEBPB	1781.3073	1134.2535	1681.837	1576.0571	2635.9194
CEBPD	1964.2203	1101.414	1304.4848	1148.1813	2270.0061
CEBPE	2.7926	2.2537	1.9896	2.393	4.887
CEBPG	670.5646	905.0204	1912.957	1160.3858	588.8821
CEBPZ	1829.8281	1170.9566	1658.294	851.4442	1155.1619
CECR1	1001.8326	1262.0704	1021.968	4223.9576	2539.4013
CECR2	119.3821	365.4209	14.9217	108.6441	200.3665
CECR4	0.6981	2.2537	0.9948	2.393	1.8326
CECR5	518.7189	691.885	575.9761	1062.0318	626.7563
CECR6	31.7654	37.9909	46.7545	41.1603	21.9914
CECR7	0.6981	52.157	0.9948	163.2054	2.4435
CELA1	0	0.322	0	0	0
CELA2A	0	0	0	0	0
CELA2B	0	0	0	0	0
CELA3A	0	0	0	0	0
CELA3B	0	0	0	0	0
CELF1	3015.2718	1923.0475	1424.5213	1660.5315	1759.9267
CELF2	760.9739	1358.0135	573.655	845.4616	1949.9084
CELF3	0.3491	190.5984	0	1.4358	0.6109
CELF4	25.1331	6.7611	13.2637	17.9478	39.0959
CELF5	5.5851	3.5415	43.7702	3.3503	17.1045
CELF6	33.6434	15.9336	7.3945	55.0615	70.3054
CELP	2.4435	0	0	0	0
CELSR1	1410.2452	4202.5011	2975.0477	3603.6812	6132.5596
CELSR2	284.4925	909.2058	151.8694	564.2792	805.7422
CELSR3	589.7443	160.2282	563.3458	203.1549	223.5431
CEL	19.548	5.1513	3.9791	13.8796	25.0458
CEMP1	165.9831	99.475	82.8981	147.4114	122.5962
CEND1	1.7454	2.2537	3.9791	4.3075	4.2761
CENPA	134.7413	36.7031	247.368	110.5585	18.9371
CENPBD1	145.2134	204.4425	174.086	325.4536	369.5785
CENPB	1429.4441	1427.8781	2288.3197	2003.4544	1824.0684
CENPC1	227.594	260.463	275.2218	216.8096	303.6042
CENPE	182.2149	33.1615	292.133	72.7485	45.8155
CENPF	1114.9315	434.9635	970.2396	748.7827	219.9145
CENPH	289.7286	54.7326	226.1461	123.9596	80.0244
CENPI	159.8743	10.6246	137.9425	60.544	6.7196
CENPJ	138.581	125.5631	138.6057	210.3483	248.6255
CENPK	249.2364	18.9954	340.8771	85.6709	23.2132
CENPL	312.0691	193.174	297.77	207.9553	133.7813
CENPM	98.4379	64.0694	302.4123	100.2684	29.9328
CENPN	203.7735	230.5049	455.4489	264.0913	149.0959
CENPO	170.6606	141.6642	282.6163	142.3716	84.6487
CENPP	50.3255	33.6606	59.0334	49.8183	20.6109
CENPQ	157.7799	110.4312	299.0964	172.0597	114.8442
CENPT	414.3468	346.1035	237.0886	596.3459	472.2053
CENPV	183.9602	226.0136	49.0757	89.9784	44.5938
CENPW	164.0632	54.4107	269.5847	91.8928	41.5394
CEP110	311.371	437.2172	312.6917	333.1114	409.8962
CEP120	556.7676	510.3014	664.5113	484.5909	403.1765
CEP135	269.1334	144.5586	251.3471	225.1852	137.4465
CEP152	158.129	62.7816	110.0887	42.3568	69.0287
CEP164	723.9724	331.6154	401.8901	673.1626	490.5315
CEP170L	8.0286	3.8635	5.9687	3.8289	1.2217
CEP170	1196.614	1230.8406	1211.3073	1201.3068	655.4673
CEP192	496.3784	688.6654	282.1852	529.5801	464.8748
CEP250	1458.766	742.7542	846.224	909.8344	587.6604
CEP290	292.5561	186.9989	151.6538	235.7936	306.5974
CEP350	2134.2176	1944.9406	978.861	1282.6703	1660.9652
CEP55	364.7788	136.1877	861.1457	340.5298	71.4722
CEP57	1178.8114	750.1592	958.3022	657.8471	744.044
CEP63	301.7855	367.8098	334.023	508.842	560.8247
CEP68	655.572	583.392	519.6087	440.5661	741.0385
CEP70	533.3799	242.4334	392.9371	396.527	628.5889
CEP72	275.0676	72.1183	98.1514	92.3714	42.7611
CEP76	151.8457	122.3436	118.7101	181.6319	123.3965
CEP78	221.3108	234.3845	205.9189	184.0249	166.1576
CEP97	173.8372	132.0023	109.4255	151.4795	79.4136
CEPT1	547.6918	415.0022	426.0963	573.3727	667.0739
CER1	0	0.322	0	1.6751	0
CERCAM	477.5286	522.5358	1333.9965	2365.5215	477.7031
CERKL	452.6573	178.5121	277.397	260.1523	63.9462
CERK	642.639	1103.3457	536.185	802.1475	1743.4331
CES1	691.8579	455.8907	553.4278	1078.3045	9477.7031
CES2	1040.5795	802.3162	708.9447	651.3859	1504.5816
CES3	475.0851	46.6837	200.2819	244.3295	22.6023
CES4	6.9814	6.1172	7.295	6.4612	240.0733
CES7	0.3491	0	0	0	3.6652
CES8	273.3223	41.2105	88.5352	44.2713	320.0977
CETN1	0	0	0	0	0
CETN2	1657.0381	877.976	1717.9806	1872.555	830.788
CETN3	460.0751	279.7804	238.0834	208.6732	307.8803
CETN4P	1.3963	0.6439	0.3316	1.9144	0.6109
CETP	13.6138	16.0978	20.8903	21.5374	33.598
CFB	28530.9364	3620.4806	3017.9823	3612.8777	1075.3757
CFC1B	0	0	0.3316	0	0
CFDP1	316.258	588.8588	721.5452	620.755	483.201
CFD	581.5516	183.8373	337.8927	645.164	1897.3732
CFHR1	0	0.322	0	3.5896	40.3177
CFHR2	0	0	0	0	0
CFHR3	2.0944	0	6.9634	11.2473	4.887
CFHR4	0.3491	0	0	1.4358	0
CFHR5	0	0	0.6632	1.6751	1.2217
CFH	1082.817	947.5186	1621.1556	2237.9724	965.7911
CFI	1985.5136	415.0022	847.5504	693.7427	1497.2511
CFL1	14579.2827	15468.4108	19953.5771	17119.3404	14591.9365
CFL2	466.0093	344.4937	780.9003	347.4696	354.9175
CFLAR	9528.0565	2065.0208	7231.6803	2351.1633	1065.3635
CFLP1	5.5851	1.2878	0.6632	1.9144	3.6652
CFP	37.0015	70.8305	431.7334	26.3235	56.8112
CFTR	23.0387	443.9783	39.4595	17.4692	1159.438
CG030	37.0015	29.942	6.9634	58.3902	56.2004
CGA	0	0.322	0.3316	0.7179	0
CGB1	0	0	0	0	0
CGB2	0	0.322	0.3316	5.7433	0.6109
CGB5	0	0	4.3107	0.7179	0
CGB7	13.2647	11.4295	4.8512	13.8844	8.0635
CGB8	0	0	0.3316	0	0
CGB	0.3491	0.322	4.9739	1.9144	0
CGGBP1	1703.4925	1311.3587	2330.4385	2308.5671	1886.3775
CGNL1	295.3137	439.4709	352.1512	451.3276	794.7465
CGN	3001.6581	2143.5879	4108.0991	10797.8819	5486.8662
CGREF1	7.889	18.9246	27.8306	56.1216	27.8375
CGRRF1	313.1163	272.0534	304.4019	260.8415	182.6512
CH25H	147.6569	42.1763	163.1435	125.874	291.9976
CHAC1	67.0216	28.9761	170.4385	78.2525	42.7611
CHAC2	114.8442	34.1274	94.5039	45.7071	92.8528
CHADL	100.9477	48.9503	32.506	50.7325	81.8571
CHAD	27.2275	702.4967	3.9791	31.1095	45.8155
CHAF1A	469.1509	210.8817	405.8692	262.2773	187.5382
CHAF1B	327.0792	100.7725	351.8196	151.0009	178.9859
CHAT	46.4264	26.0785	0.3316	0	0
CHCHD10	390.2609	314.5517	476.83	421.1753	318.876
CHCHD1	576.3156	605.6006	658.5427	533.8876	564.4472
CHCHD2	3348.6343	3616.8618	5977.9491	4509.6867	2508.8577
CHCHD3	641.2427	496.4573	1045.8427	743.9966	556.5058
CHCHD4	208.7442	142.6268	285.5011	176.1279	309.7129
CHCHD5	297.7572	295.5563	465.2242	465.4466	393.4026
CHCHD6	122.5238	129.7486	133.6318	158.6587	87.3549
CHCHD7	771.097	730.8418	1046.1743	410.1673	773.3659
CHCHD8	882.7995	507.7258	957.9707	862.9308	607.2083
CHD1L	1852.8667	2020.6004	1322.7224	2393.9987	1548.5644
CHD1	1675.5389	783.6427	1215.2864	738.7319	681.124
CHD2	3389.1265	2765.2863	1492.4977	1583.9542	3797.19
CHD3	1965.6165	2690.2704	1762.7456	3693.4203	4299.9389
CHD4	5631.2523	7090.7781	4217.7468	4540.9183	7010.1649
CHD5	5.5851	4.1854	0.6632	1.4358	0
CHD6	634.9594	1665.8041	817.0439	1373.6058	1624.9236
CHD7	713.1512	461.042	405.5376	410.6459	533.9035
CHD8	1666.8121	2351.5719	1510.7353	1417.3985	1873.5492
CHD9	1001.8326	1079.1989	734.4773	560.6896	1018.3262
CHDH	453.4427	476.174	468.8718	80.6455	210.7514
CHEK1	79.9372	83.7087	495.7307	167.5129	35.4307
CHEK2	176.6297	258.5312	42.7754	282.1396	91.631
CHERP	901.4853	1297.0188	942.2067	1067.1769	849.4013
CHFR	580.5044	566.6438	472.1877	721.7413	521.0751
CHGA	0.3491	0.6439	0.6632	1.1965	0.6109
CHGB	0.6981	72.1183	618.42	9.0936	12.8283
CHI3L1	108045.7282	2968.441	2019.0666	4982.3124	2357.361
CHI3L2	78.5409	134.256	89.1984	194.7936	1288.3323
CHIA	167.2048	133.2901	28.517	229.0141	491.1423
CHIC1	257.265	104.6359	326.287	136.882	272.4496
CHIC2	168.9502	249.8384	212.5508	276.6356	141.7227
CHID1	2056.0258	1899.2227	1495.4821	1567.2029	1503.3598
CHIT1	556.4185	584.9954	1034.5685	2906.1096	1411.1179
CHKA	393.7516	534.7701	131.6422	654.7362	590.7147
CHKB-CPT1B	406.0284	351.6637	135.8037	372.9675	685.7361
CHKB	185.1156	371.1034	368.3793	230.4044	557.0861
CHL1	62.8327	268.19	63.3342	172.5383	1831.3989
CHML	1210.2278	531.5506	980.1873	1619.8498	1118.5095
CHMP1A	1376.3854	2822.5946	2506.8391	2522.0265	2366.5241
CHMP1B	1827.0355	1989.6926	2056.8681	2013.0265	3510.0794
CHMP2A	2482.5901	1581.1295	1532.2888	1662.2066	2138.0574
CHMP2B	1186.84	1100.77	1811.1581	1356.3759	1045.2046
CHMP4A	1220.0716	991.3595	888.2467	891.0825	840.1466
CHMP4B	3212.4967	4858.327	4693.3599	5037.5917	4447.1594
CHMP4C	698.8393	899.869	591.8926	423.0897	368.9676
CHMP5	2839.8499	1978.1472	2424.3356	2813.1112	2804.1478
CHMP6	681.7349	493.5597	922.4903	564.2792	665.8522
CHMP7	701.6319	1257.8849	1605.2392	1201.7854	1241.2951
CHM	982.9828	512.8771	858.4929	625.7804	489.3097
CHN1	102.9758	123.6314	236.757	332.1542	260.2321
CHN2	42.5866	128.1388	103.1253	117.0197	109.3464
CHODL	9.774	7.083	0.9948	19.8622	29.3219
CHORDC1	613.6661	461.042	701.3181	474.7794	441.6616
CHP2	0.3491	0.9659	2.9843	0	0.6109
CHPF2	986.1244	2099.8018	1475.5865	1978.806	1787.416
CHPF	839.8639	2530.8889	2348.0063	2399.2634	1940.7453
CHPT1	316.258	384.4163	839.1644	559.2538	1213.1949
CHP	3237.9789	2175.4616	1922.2416	2226.9644	4186.3164
CHRAC1	521.5115	671.2798	823.0125	540.8274	632.865
CHRDL1	1776.4203	230.521	97.1566	163.684	611.4844
CHRDL2	4.887	19.3174	9.2846	23.9304	8.5522
CHRD	559.2111	76.6257	78.5874	130.8994	705.5589
CHRFAM7A	28.9729	18.6735	18.5692	20.3361	26.6707
CHRM1	2.4435	1.9317	0.3316	0	15.2718
CHRM2	1.3963	0.6439	0.3316	0.2393	4.2761
CHRM3	2.7926	3.5415	1.9896	19.8622	5.4979
CHRM4	0.6981	1.9317	3.3159	1.4358	2.4435
CHRM5	2.7926	0.9659	1.3264	11.008	1.8326
CHRNA10	6.2833	5.7952	0.9948	17.2299	7.3305
CHRNA1	2.7926	5.1513	0.9948	38.7673	6.7196
CHRNA2	0.3491	0.6439	0	0	20.1588
CHRNA3	8.0286	2.5757	9.6162	8.8543	15.2718
CHRNA4	0	0	0	0	0
CHRNA5	144.1662	50.8692	221.5038	94.5251	125.2291
CHRNA6	3.1416	4.1854	0.3316	2.8716	1.2217
CHRNA7	4.1888	4.1854	0.9948	4.3075	6.7196
CHRNA9	1.3963	0.9659	1.9896	0.7179	3.6652
CHRNB1	391.2837	134.5489	382.986	287.8063	195.4795
CHRNB2	4.887	6.7611	5.3055	1.4358	5.4979
CHRNB3	0	0.6439	0	0	0
CHRNB4	8.0286	2.5757	15.2533	14.1189	18.9371
CHRND	0	1.9317	0.6632	0	0
CHRNE	19.7609	27.7623	45.0568	121.6239	9.3158
CHRNG	2.0944	1.9317	0.3316	0	0
CHST10	194.7814	310.0443	337.2295	360.8707	246.182
CHST11	161.9688	161.6223	402.5533	557.818	219.9145
CHST12	353.9576	347.7133	373.0415	764.0982	502.7489
CHST13	9.0758	8.0489	7.6266	13.8796	24.4349
CHST14	249.2364	382.8065	519.937	537.4771	495.4184
CHST15	1640.2827	1211.8451	3900.5223	1391.3143	1949.2975
CHST1	50.2662	54.7326	87.872	169.6666	62.92
CHST2	330.5699	613.6495	112.7414	907.92	127.0617
CHST3	1644.1225	873.4686	831.6339	484.3516	427.0006
CHST4	31.4164	6.1172	83.5613	5.7433	1.8326
CHST5	3.1591	3.2518	0.9948	0.962	0.617
CHST6	165.1104	471.6666	276.5481	100.5077	14.0501
CHST7	52.0115	98.5188	79.2506	62.2191	84.3005
CHST8	0.3491	3.8635	1.658	0.2393	3.6652
CHST9	124.6182	75.6598	24.8694	0	1.2217
CHSY1	451.3483	863.166	936.7487	1074.9542	664.6304
CHSY3	20.9442	138.7633	58.3603	89.0211	81.2462
CHTF18	521.1624	127.4949	235.7622	277.1142	241.9059
CHTF8	2719.609	3152.465	3402.4107	2336.805	2927.306
CHUK	617.855	873.4686	691.3703	716.7159	631.0324
CHURC1	1515.5947	993.9287	931.1117	989.9965	1310.3421
CIAO1	3091.7183	1407.2728	2252.1761	2260.9456	1907.1472
CIAPIN1	1237.1062	1518.9918	936.0856	822.4884	878.4362
CIB1	4847.8925	2801.6674	4070.6292	1668.4285	2043.9829
CIB2	109.9572	91.1138	218.5194	180.196	21.3806
CIB3	0	0	0	0	0
CIB4	0.3491	0	0	0.4786	0.6109
CIC	1190.3307	1627.1693	1305.4796	1926.877	1867.4404
CIDEA	0.3491	0	0	0.2393	0
CIDEB	413.5579	274.0496	231.9589	297.9576	331.7654
CIDECP	79.5881	87.5143	67.3431	140.4691	92.7001
CIDEC	0	0.3799	6.2704	0.7203	0.7636
CIITA	589.5802	751.769	419.4645	456.8316	356.7502
CILP2	75.3992	126.207	67.3133	727.2453	20.7697
CILP	211.8859	467.4812	92.8459	841.872	21.3806
CINP	441.5743	439.4709	439.6916	369.9642	350.6414
CIR1	681.3858	962.6506	1063.0855	923.4747	863.7752
CIRBP	6059.1675	5384.7262	1885.7664	1941.9532	4571.1668
CIRH1A	1168.3393	1514.8064	1266.0201	855.5123	713.5003
CISD1	305.7858	328.0739	481.4723	314.685	295.6628
CISD2	801.117	534.4482	1129.0724	707.1414	514.3555
CISD3	988.1351	629.7667	1173.6649	881.4074	749.6335
CISH	2759.054	987.4413	432.7282	756.4404	1405.62
CITED1	1.3963	62.4596	1.658	4.0682	3.6652
CITED2	8112.7498	6923.6794	3452.2092	1842.642	12009.774
CITED4	31.0673	56.6644	33.4908	100.5077	76.9701
CIT	8157.0818	9089.8042	684.7385	411.1245	8417.8375
CIZ1	1198.0103	1433.6733	1285.584	1616.9782	2170.4337
CKAP2L	206.3007	60.5279	518.6106	149.5651	40.3177
CKAP2	563.3999	471.6666	827.6548	674.8377	271.2279
CKAP4	1841.6965	2772.6913	2113.2388	2494.9851	1272.4496
CKAP5	2878.4362	2189.3057	2803.6144	1696.1878	1428.8332
CKB	2290.2522	722.4709	1587.0016	1551.8874	2557.1167
CKLF	1338.3367	753.3787	635.6628	603.7644	262.0648
CKMT1A	4.887	2.5757	116.0574	12.4438	186.3164
CKMT1B	65.9743	9.9807	775.9264	23.2125	535.1252
CKMT2	2.0944	3.2196	7.6266	39.0066	4.887
CKM	3.8398	4.8294	174.4176	12.6831	4.2761
CKS1B	1106.5538	587.2491	1625.1347	1849.5818	277.3366
CKS2	535.1252	275.595	1011.0254	465.4466	113.6225
CLASP1	1388.6028	1430.4537	1551.5212	1336.2744	1289.5541
CLASP2	695.3486	829.3605	822.6809	721.0234	956.0171
CLCA1	0.3491	0.9659	0	0.2393	0
CLCA2	4.887	7.405	13.5953	0.7179	4.887
CLCA3P	0.3491	0	4.3107	0	0.6109
CLCA4	0.6981	0	2.9843	0	0.6109
CLCC1	748.2712	632.1137	304.7733	828.8874	711.7532
CLCF1	1613.4043	365.0989	1642.7091	208.6732	299.328
CLCN1	0.6981	0.9659	8.6214	8.1363	0.6109
CLCN2	172.7899	60.5279	94.5039	91.8928	106.292
CLCN3	716.2929	1175.464	1038.216	880.1607	1439.2181
CLCN4	255.5197	49.5813	157.1748	129.2242	219.3036
CLCN5	228.6412	552.7997	113.4046	387.6727	172.2663
CLCN6	335.4568	339.9863	201.9398	459.9426	647.526
CLCN7	2489.2224	2350.928	1446.0748	2002.0185	1844.8381
CLCNKA	7.6796	6.4391	1.3264	24.6483	29.9328
CLCNKB	2.4435	6.1172	1.658	53.8434	13.4392
CLC	0.3491	8.6928	1.3264	0	2.4435
