Gene symbol	TCGA-05-4244-01	TCGA-05-4249-01	TCGA-05-4250-01	TCGA-05-4382-01	TCGA-05-4384-01
AK3	905.4891	1265.6119	1287.5736	1387.7248	1532.6817
AK5	0.6981	0.9659	0.3316	6.2219	1.2217
AK7	139.6282	47.3276	53.718	10.2901	78.8027
AKAP10	436.3382	414.3583	865.7879	676.7521	600.4887
AKAP11	816.8252	1579.1977	797.4799	1483.6857	1598.6561
AKAP12	148.7041	199.9351	576.3077	423.5683	580.9407
AKAP13	4677.197	3386.0189	2119.2075	2805.3626	7064.1417
AKAP14	21.2933	14.4881	7.295	0	1.2217
AKAP1	1470.2854	3849.3146	3319.5722	1694.9913	2199.7557
AKAP2	408.657	484.9312	1507.0613	896.3233	955.5223
AKAP3	17.8026	7.727	34.4856	14.8369	25.0458
AKAP4	0	0	0	0	0
AKAP5	128.8071	49.9033	141.59	104.5759	42.1503
AKAP6	92.1546	58.2742	81.9033	113.9088	163.1032
AKAP7	36.6524	94.3333	114.0678	68.9196	89.1875
AKAP8L	755.3888	644.2354	443.6707	699.2467	648.7477
AKAP8	549.4371	751.769	454.2817	490.0949	555.8949
AKAP9	935.1601	1137.1511	1088.2865	742.8001	1506.4142
AKD1	85.8714	172.2468	50.0705	89.9784	123.3965
AKIRIN1	1841.3474	1312.9395	977.5346	1631.0971	1216.2492
AKIRIN2	610.8735	954.9236	848.8767	601.8499	880.8797
AKNAD1	0.3491	0.322	1.3264	2.1537	3.0544
AKNA	750.8509	1470.0544	791.1796	1157.7535	857.0556
AKR1A1	2271.7515	2307.4638	1649.6726	2348.0523	2032.3763
AKR1B10	2.4435	73.0842	2.3211	0.2393	1102.6268
AKR1B15	0	0.322	0	0	80.0244
AKR1B1	1039.8813	1208.6255	2196.8001	1489.429	2542.4557
AKR1C1	124.6182	102.0603	130.979	110.3192	70354.9175
AKR1C2	78.89	28.9761	27.5222	101.9436	69173.4881
AKR1C3	984.3791	266.2582	129.6527	490.8128	19621.8693
AKR1C4	1.3963	0	0	0.9572	1.2217
AKR1CL1	9.0758	0	0.3316	0.2393	0.6109
AKR1D1	0	0	0	1.6751	0
AKR1E2	58.6439	25.7565	25.201	70.5947	5.4979
AKR7A2	753.2944	702.8315	940.3963	746.629	1130.7269
AKR7A3	4.1888	4.8294	185.3602	11.9652	86.744
AKR7L	5.5851	3.2196	8.2898	3.8289	12.2175
AKT1S1	619.6003	857.0488	486.4462	870.3492	658.5217
AKT1	2372.2838	5196.3815	2709.4421	3627.3723	3904.0929
AKT2	1720.9181	2337.4058	3021.8022	2103.0049	1967.6237
AKT3	948.4248	173.5347	760.0099	476.9332	304.8259
AKTIP	573.0657	760.6163	559.1876	845.6004	977.697
ALAD	996.9456	712.1683	634.3364	791.6181	1698.2285
ALAS1	1404.311	1984.8632	902.5947	2163.7881	1377.5199
ALAS2	1.0472	0.322	3.9791	0.9572	6.1087
ALB	1.0472	1.6098	0	68.2017	0
ALCAM	2775.8094	5255.9435	6011.7715	9824.3926	10562.6145
ALDH16A1	346.9762	545.0727	302.0807	543.699	428.2224
ALDH18A1	955.7553	3651.6332	1209.6493	1815.8399	1598.0452
ALDH1A1	604.9393	665.1626	691.3703	1128.0798	1235.7972
ALDH1A2	54.8041	44.43	77.261	590.124	81.8571
ALDH1A3	547.7546	412.2205	2222.5914	771.4855	216.0721
ALDH1B1	1603.2813	695.1046	1134.0463	1135.7375	480.7575
ALDH1L1	18.8498	6.1172	0.9948	22.4946	4.887
ALDH1L2	79.239	105.2798	178.3968	439.3624	71.4722
ALDH2	3965.0929	5447.8297	3121.9431	1946.9786	6326.8173
ALDH3A1	61.4364	43.4642	9.6162	4.7861	8307.8803
ALDH3A2	1550.9207	1371.5356	1194.3961	1101.2777	18647.526
ALDH3B1	2877.0399	831.6142	1353.8921	866.7596	9804.5205
ALDH3B2	31.4164	72.1183	74.6083	326.1716	491.1423
ALDH4A1	256.2178	436.5733	243.7205	480.5227	420.281
ALDH5A1	633.9122	822.2775	723.2032	533.409	1302.3824
ALDH6A1	384.6339	325.9104	309.4852	407.0085	917.6176
ALDH7A1	1359.9791	1494.8451	950.6756	798.7973	1204.0318
ALDH8A1	3.1416	9.3367	1.9896	7.6577	0.6109
ALDH9A1	2893.0971	3654.5308	1517.6987	1184.3162	1918.1429
ALDOA	45951.6537	23017.974	30217.6905	34729.7329	27931.5822
ALDOB	15.3591	7.405	1.658	1.4358	5.4979
ALDOC	896.7624	898.5812	1005.3884	811.7197	617.5932
ALG10B	319.7487	358.6598	236.0938	429.551	255.3451
ALG10	167.903	95.6211	137.6109	161.0517	86.1332
ALG11	8.0286	36.7031	9.6162	30.3916	36.6524
ALG12	304.7386	558.273	474.8404	770.7987	655.4673
ALG13	900.9512	280.7463	409.8483	209.8697	441.6616
ALG14	140.6755	134.8999	156.5116	173.4955	186.3164
ALG1L2	2.1223	1.6098	3.3988	0.9811	1.2401
ALG1L	138.1133	87.495	161.9763	328.5024	255.2535
ALG1	923.9654	1283.3678	488.4921	546.3745	569.383
ALG2	733.0483	955.2456	708.9447	726.2881	824.6793
ALG3	1083.5151	514.8088	832.9603	1011.5386	692.1197
ALG5	586.0895	798.4527	445.9919	856.2303	667.6848
ALG6	371.4111	222.7941	161.8171	274.0033	209.5296
ALG8	1156.4709	377.3333	698.0022	715.998	625.5345
ALG9	234.5754	444.3003	359.7778	572.8941	417.2266
ALKBH1	258.3122	270.7656	291.8014	325.9323	251.6799
ALKBH2	241.2078	281.3902	367.4045	221.8349	147.2205
ALKBH3	366.8732	374.4357	266.6003	210.827	313.3781
ALKBH4	185.7824	217.0697	256.0922	214.06	225.0825
ALKBH5	1133.5719	1704.1169	1234.5188	2713.4171	2350.6414
ALKBH6	152.1948	88.8601	211.556	193.5971	105.6811
ALKBH7	449.6029	573.4049	399.5689	357.2811	282.2236
ALKBH8	77.4937	277.8487	319.6551	136.1641	171.0446
ALK	6.6323	7.083	1.658	9.3329	5.4979
ALLC	0	0.322	0	0	0
ALMS1P	1.0472	1.2878	0	4.5468	1.2217
ALMS1	629.0252	516.4186	336.898	398.2021	431.2767
ALOX12B	6.2833	0.9659	3.3093	3.3981	4.887
ALOX12P2	107.1647	3.5415	45.0966	36.3742	58.033
ALOX12	8.8524	4.208	2.6992	4.0682	2.4557
ALOX15B	2887.1629	437.8611	669.1536	350.3413	2650.5803
ALOX15	121.1275	70.5085	20.5587	2.6323	4.887
ALOX5AP	2150.624	1368.3161	868.7723	1346.3252	591.3256
ALOX5	1280.74	1347.0669	892.3153	1622.7215	1202.1991
ALOXE3	19.897	0.9659	7.295	7.1791	31.1546
ALPI	0	0	0	0	0
ALPK1	478.2267	313.5858	418.8013	479.0869	663.4087
ALPK2	7.6796	9.0148	42.1122	121.5665	2.4435
ALPK3	2421.5027	183.1934	1429.4952	2663.9338	619.4258
ALPL	5540.7976	2515.7698	711.5974	2244.9122	1489.9206
ALPPL2	30.0201	236.3162	1.658	186.4179	307.2694
ALPP	6.9814	44.43	3.6475	171.5811	315.2108
ALS2CL	753.9925	290.083	263.2844	570.7404	1417.2266
ALS2CR11	98.4379	29.62	33.4908	105.0545	2.4435
ALS2CR12	13.2647	4.5074	1.3264	0.4786	3.0544
ALS2CR4	432.1494	359.9476	466.5506	595.3887	238.2407
ALS2CR8	211.5368	114.9386	102.7937	63.8942	258.3995
ALS2	589.9293	746.9396	626.7098	721.502	523.5186
ALX1	0.3491	0	21.2219	17.7085	0.6109
ALX3	19.548	10.9465	2.9843	36.6135	37.2633
ALX4	0.3491	0	0	0	0
AMAC1L2	0.3491	0.9659	0.3316	4.0682	2.4435
AMAC1L3	0	0.6439	0	0.4786	3.0544
AMAC1	0	0	0	0.4786	0.6109
AMACR	664.9795	334.835	523.2529	270.1744	379.9633
AMBN	0	0	0	0.2393	0
AMBP	2.4435	6.4391	0.6632	35.417	69.0287
AMBRA1	960.6423	1444.6198	785.211	817.463	880.8797
AMD1	1395.2352	2010.7035	2035.3146	1127.1273	1398.2896
AMDHD1	2.4435	4.1854	2.6527	13.8796	38.485
AMDHD2	216.5983	146.5	331.2609	231.1678	220.1038
AMELX	0	0	0	0	0.6109
AMELY	0	0.6439	0	0.7179	0
AMFR	2425.3425	2697.9973	2550.6093	2154.4553	1745.2657
AMHR2	2.0944	2.8976	0.6632	2.8716	1.2217
AMH	4.5379	18.3515	10.9426	8.8543	6.1087
AMICA1	441.5743	448.8077	357.1251	345.3159	395.8461
AMIGO1	104.023	91.1138	60.3498	56.2365	131.3378
AMIGO2	4861.1572	1787.4941	2947.8571	3852.3039	1428.8332
AMIGO3	121.8256	59.24	40.1227	62.937	135.6139
AMMECR1L	849.9869	1232.1284	986.156	924.9105	703.1155
AMMECR1	849.2888	228.9112	291.8014	118.9342	345.1436
AMN1	104.3721	172.2468	726.8507	188.811	130.7269
AMN	23.0387	99.4846	32.1645	21.0588	113.0116
AMOTL1	446.8104	1013.5198	471.5245	1646.4126	1332.3152
AMOTL2	1413.7359	809.0772	1697.0903	2298.2771	1222.9688
AMOT	2148.1805	952.9919	46.0914	243.133	570.5559
AMPD1	1.3963	16.7417	1.658	39.4852	1.2217
AMPD2	588.8821	992.2706	601.8403	1040.4945	773.9768
AMPD3	418.1866	767.5448	363.4254	855.273	372.6329
AMPH	106.1175	23.8248	9.2846	16.7513	1178.3751
AMTN	0	0	0.3316	0	0.6109
AMT	654.9193	78.2226	34.6813	159.1277	344.8076
AMY1A	134.3922	470.7007	97.4882	577.6802	1213.8057
AMY2A	2.7926	9.3367	1.9896	9.3329	22.6023
AMY2B	142.3859	102.9779	33.9385	155.6697	291.4722
AMZ1	7.3305	6.7611	5.6371	86.3888	18.3262
AMZ2P1	85.5223	90.1479	95.8302	252.2266	170.4337
AMZ2	1809.9311	1215.3866	1675.8684	1672.4967	1272.4496
ANAPC10	115.8914	112.0409	157.838	104.0973	108.1246
ANAPC11	1460.5114	1281.0658	2964.1051	1789.0378	979.8412
ANAPC13	491.652	1307.653	1232.4198	893.0017	1263.2437
ANAPC16	1631.556	1450.0931	1678.8527	2024.0345	2707.3916
ANAPC1	630.4215	726.9783	1009.6991	866.7596	610.2627
ANAPC2	513.8319	514.1649	385.642	579.116	781.9181
ANAPC4	534.7762	438.827	507.6681	375.4682	618.8149
ANAPC5	2018.6753	2675.1384	2446.4893	2220.7425	1882.1014
ANAPC7	942.8397	755.3105	661.8586	978.5147	949.2975
ANGEL1	526.3985	613.0056	363.0938	808.848	820.4032
ANGEL2	951.9155	803.9259	550.7751	504.2138	855.8338
ANGPT1	84.126	190.9203	115.7258	240.9793	357.361
ANGPT2	247.142	33.8055	218.1878	767.4484	240.0733
ANGPT4	3.4907	0.6439	2.3211	0.4786	4.2761
ANGPTL1	19.897	42.4983	36.8068	34.6991	29.9328
ANGPTL2	540.3613	788.472	1544.8893	5251.2903	599.267
ANGPTL3	0.3491	0	0	0.7179	0
ANGPTL4	3350.3796	305.215	995.4406	1748.1168	97.1289
ANGPTL5	1.0472	1.6098	1.658	1.6751	2.4435
ANGPTL6	7.7843	9.7714	2.0161	11.7953	4.5327
ANGPTL7	1.7454	1.2878	2.6527	0.9572	5.4979
ANG	113.5282	189.2816	123.1103	271.7921	226.0843
ANK1	5.9342	10.3026	36.4752	20.8195	21.9914
ANK2	37.3506	172.5688	134.295	151.9581	122.7856
ANK3	880.3561	1207.6597	916.19	443.9092	764.8137
ANKAR	27.2275	22.8589	31.8329	32.7847	39.7068
ANKDD1A	34.558	107.8555	53.3864	106.251	76.9701
ANKFN1	15.7082	25.1126	19.2324	3.8289	2.4435
ANKFY1	1503.7961	2229.8723	2483.6276	2003.4544	2209.5296
ANKHD1-EIF4EBP3	1032.4985	1492.0344	671.5179	507.1573	1403.6775
ANKHD1	4240.7714	2124.0354	1092.4811	1340.2253	1813.2987
ANKH	1107.601	591.7565	1112.4927	3437.6041	940.7453
ANKIB1	1266.7772	1290.0806	2048.5783	1404.4761	1155.1619
ANKK1	16.0572	9.0148	7.295	9.8115	1.8326
ANKLE1	16.0572	11.5904	20.2271	56.1671	1.8326
ANKLE2	2143.9916	1066.6426	2884.5229	2098.9367	2026.2676
ANKMY1	400.0349	349.967	258.3105	196.2294	341.2095
ANKMY2	365.826	267.546	444.0023	405.6205	448.3812
ANKRA2	589.5802	170.959	377.6838	229.2534	383.0177
ANKRD10	895.8653	1648.6084	613.9667	1657.6718	1726.0721
ANKRD11	1074.6697	2501.2174	2006.5257	2300.7347	2549.2486
ANKRD12	795.1828	708.3048	414.159	694.7	891.8754
ANKRD13A	2400.9076	2612.3569	1042.1951	1377.1954	1200.9774
ANKRD13B	180.1204	231.8088	220.8406	276.3963	91.631
ANKRD13C	594.1182	703.7974	397.5794	436.2515	579.1081
ANKRD13D	561.6546	665.8065	451.6289	583.1842	590.7147
ANKRD16	149.4022	129.5972	81.8536	107.158	140.9591
ANKRD17	1499.9564	2113.6459	1847.9649	1805.3105	2302.9933
ANKRD19	68.7669	55.0546	58.6919	39.4852	24.4349
ANKRD1	19.548	3.8635	27.1906	173.7348	112.4007
ANKRD20A3	50.2662	3.8635	6.9634	0.7179	4.2761
ANKRD20A4	4.887	1.2878	0	0.7179	0
ANKRD20B	31.4164	3.8635	1.9896	5.504	1.8326
ANKRD22	415.7431	1023.8063	805.1065	396.7663	51.3134
ANKRD23	124.2691	35.7372	35.4804	90.457	81.8571
ANKRD24	115.8914	25.7565	11.2741	10.5294	55.5895
ANKRD26P1	0	0.6439	0	74.1843	0
ANKRD26	139.9773	88.8601	92.1827	82.0813	152.1075
ANKRD27	826.5992	853.5073	1571.4167	1072.8005	894.3189
ANKRD28	1494.0222	1207.6597	1379.0931	935.9185	1288.9432
ANKRD29	433.1966	32.1957	38.7963	137.8392	262.0648
ANKRD2	1.0472	0.9659	1.3264	2.1537	1.2217
ANKRD30A	0	0	0	0	0
ANKRD30B	0	0	0.6632	0	0
ANKRD31	2.4435	0	3.6475	1.6751	0.6109
ANKRD32	537.9178	92.7235	225.8145	110.3192	117.8986
ANKRD33	3.8398	3.2196	2.9843	3.8289	1.2217
ANKRD34A	27.9256	140.6951	17.906	36.3742	14.0501
ANKRD34B	74.003	35.0933	19.2324	5.0254	0.6109
ANKRD34C	0.3491	0	0	0	0
ANKRD35	12.9156	26.4005	61.3446	99.5505	47.0373
ANKRD36BP1	363.7316	243.3993	71.9556	88.7818	172.2663
ANKRD36B	107.5137	10.6246	32.1645	42.8354	9.1631
ANKRD36	394.4498	62.7816	106.7728	141.9074	117.8986
ANKRD37	288.2101	50.5021	494.6995	200.209	140.0794
ANKRD39	241.2078	243.0773	224.4881	190.9647	215.6384
ANKRD40	1711.1441	1369.9259	2224.9855	1864.4186	1547.3427
ANKRD42	277.1621	244.0432	159.8276	205.8016	263.8974
ANKRD43	4.1888	9.6587	27.8538	4.0682	1.8326
ANKRD44	189.8944	326.7861	110.7519	125.1561	80.6353
ANKRD45	26.1803	28.0102	23.8747	103.1401	308.4911
ANKRD46	757.7555	463.402	304.4815	620.3099	384.1539
ANKRD49	427.9606	241.1456	257.6474	398.4414	283.4453
ANKRD50	1102.365	1521.2455	789.5217	603.5251	1023.2132
ANKRD52	2044.5065	1303.2808	561.3861	1725.8615	1482.5901
ANKRD53	2.7926	7.405	2.9843	15.5548	8.5522
ANKRD54	278.9074	269.7997	355.7987	457.7888	312.1564
ANKRD55	94.5981	31.2298	2.3211	1.4358	2.4435
ANKRD56	185.0074	150.3538	1733.2339	124.6775	380.5742
ANKRD57	718.3873	296.2002	706.6236	476.2153	324.9847
ANKRD58	41.1903	25.7565	21.5535	61.7405	28.7111
ANKRD5	320.4468	260.7849	205.5873	242.4151	215.6384
ANKRD6	232.8091	338.824	217.3987	306.6826	261.7532
ANKRD7	1.0472	0	8.2898	2.6323	4.2761
ANKRD9	92.5037	84.6746	86.5456	78.2525	254.7343
ANKS1A	1116.3278	1318.4128	922.8219	1187.1879	1238.2407
ANKS1B	21.2933	8.3709	4.9739	5.504	5.4979
ANKS3	366.8732	229.8771	115.7258	419.7395	244.3494
ANKS4B	0.3491	2.2537	2.9843	1.4358	4.887
ANKS6	757.8323	589.1808	217.1931	398.6807	1111.179
ANKZF1	1209.5296	651.9624	659.869	1223.8014	803.2987
ANLN	936.2073	129.4266	2882.865	929.218	178.3751
ANO10	644.3843	545.3947	734.4773	630.0878	550.3971
ANO1	786.107	871.5369	3404.4599	992.155	396.4569
ANO2	3.4907	5.7952	2.3211	3.111	25.0458
ANO3	1.7454	3.2196	2.6527	32.3061	263.8974
ANO4	1.7454	2.5757	2.3211	2.393	4.887
ANO5	121.1275	177.3982	32.4961	2.8716	109.3464
ANO6	3017.0172	1584.349	1880.4609	2820.4387	1956.0171
ANO7	31.0673	10.6246	82.5665	100.5077	12.2175
ANO8	552.9278	396.3287	165.4646	445.345	329.8717
ANO9	654.8564	734.3833	306.723	446.3022	467.9291
ANP32A	1911.1615	2702.1828	2901.4341	1642.823	2922.4191
ANP32B	1984.4664	2048.6106	2481.6381	1756.0139	2416.0049
ANP32C	2.4435	1.9317	1.9896	1.1965	3.0544
ANP32D	0.3491	0.6439	0.3316	0.2393	0
ANP32E	3607.9937	2640.0451	1247.7825	4919.6147	1122.7856
ANPEP	486.9535	477.1399	145.9007	821.2918	387.9047
ANTXR1	949.472	1660.0089	3562.9611	11822.5823	1964.5693
ANTXR2	1241.6441	1489.6938	1892.7298	1553.5626	1244.3494
ANTXRL	4.5379	0	0.6632	0.2393	0
ANUBL1	120.4294	136.5097	77.5926	112.7123	112.4007
ANXA10	0	4.1854	12.2689	0	1.8326
ANXA11	7492.4513	7396.3118	8286.1643	6030.2253	6957.8497
ANXA13	1.3963	1.6098	3.3159	5.0254	3.6652
ANXA1	17585.8277	1516.0942	10903.4237	8604.6594	2830.1772
ANXA2P1	200.7156	126.529	322.6395	117.259	84.3005
ANXA2P2	9307.2694	5626.5157	16357.4567	5977.3391	6210.7514
ANXA2P3	6.9814	3.8635	24.2063	6.2219	6.1087
ANXA2	28406.6672	16829.3219	48317.334	17560.1386	16833.8424
ANXA3	501.6145	826.141	4058.6919	1538.7257	738.5461
ANXA4	3330.8317	3268.5047	3588.1621	3542.18	2138.0574
ANXA5	9620.7348	9310.9885	7854.4309	7915.4634	4751.3745
ANXA6	1737.6734	1353.5061	2903.4237	3079.6051	1661.5761
ANXA7	2999.9127	3842.8755	3507.2536	2628.5168	2706.7807
ANXA8L1	0	0	0	0	0
ANXA8L2	23.7368	28.6541	554.7542	72.7485	86.744
ANXA8	38.7468	32.8396	309.0442	16.9906	73.3048
ANXA9	163.365	30.9078	197.9607	162.9661	174.7098
AOAH	93.9	189.3106	282.8484	270.8923	161.2706
AOC2	34.558	25.4346	11.6057	23.2125	14.661
AOC3	517.3226	946.2308	1036.8897	2206.8629	2411.7288
AOX1	65.6253	200.579	51.3968	199.3404	153.9401
AOX2P	0	0	0.6632	0	0
AP1AR	324.6357	363.1672	486.1146	429.7903	389.1265
AP1B1	2280.4782	3571.4659	2618.2542	3596.7414	3248.6255
AP1G1	2570.905	4313.8981	2233.9385	2171.6852	3272.4496
AP1G2	1556.5337	1129.0668	1118.3553	1035.8376	1403.9462
AP1M1	883.1486	1119.4435	829.3128	763.6195	734.27
AP1M2	2609.3027	1792.3331	1268.6728	575.5265	1202.81
AP1S1	956.4534	1344.8132	1421.8685	980.1898	1072.0831
AP1S2	396.5442	342.24	443.3391	580.7912	309.7129
AP1S3	196.1777	266.5802	1433.1427	295.7799	204.6426
AP2A1	1618.1482	1753.9591	1624.6672	2769.242	1370.9285
AP2A2	2097.2162	2544.7459	1682.1686	2719.4524	1795.3574
AP2B1	6940.2217	7562.1195	17750.4767	5243.8719	3966.402
AP2M1	3987.4335	4750.4715	5931.1946	6029.7467	4936.4692
AP2S1	1411.6415	999.0317	1168.8635	1684.7012	730.6048
AP3B1	1658.4344	1527.3627	1151.6207	1020.6322	1230.2993
AP3B2	148.7041	28.3322	73.6135	4.5468	15.2718
AP3D1	3220.1763	3606.5592	2611.9539	2915.6818	3081.8571
AP3M1	1499.9564	1828.0703	1240.4874	1285.3026	1427.0006
AP3M2	526.0494	422.0853	488.1041	594.4315	351.2523
AP3S1	1170.4337	603.9908	1206.0018	1182.4018	668.9065
AP3S2	1192.8894	988.9641	1092.501	1075.026	1775.0764
AP4B1	722.8624	534.5866	204.1051	486.7877	301.3806
AP4E1	297.7572	320.025	231.7831	262.038	293.2193
AP4M1	334.1374	334.4358	440.126	489.7072	369.0593
AP4S1	86.2204	47.9716	122.6892	48.818	76.3592
APAF1	567.9379	836.1216	548.7855	744.4752	540.6231
APBA1	247.8401	288.4732	167.7858	252.9445	276.7257
APBA2	631.8178	1584.349	97.1566	513.3074	788.0269
APBA3	260.7557	229.8771	265.6056	320.189	116.066
APBB1IP	303.6914	465.5494	335.5716	659.7615	522.2969
APBB1	505.4542	789.4379	683.4121	525.2726	733.0483
APBB2	372.8074	673.8554	591.8926	589.4061	605.9866
APBB3	564.7962	116.8703	52.06	184.9821	331.0935
APC2	52.9994	10.4475	16.7388	5.5806	3.7019
APCDD1L	5.9342	3.5415	11.9373	112.473	0.6109
APCDD1	229.6885	179.3299	456.9344	278.55	469.1509
APCS	0	0	0	0	0
APC	826.2501	708.6267	438.0337	541.0667	792.303
APEH	2262.6756	1954.5993	2418.3039	1388.682	2475.8705
APEX1	2329.6972	2837.7266	3774.5171	2236.7759	2800.2443
APEX2	566.1925	518.0284	998.4249	562.6041	538.1796
APH1A	6481.892	6026.064	7019.1495	13240.4594	5127.0617
APH1B	121.8256	266.5802	347.5089	421.4146	448.3812
API5	2098.9615	2884.0883	2655.0609	1805.7891	2489.9206
APIP	289.5017	328.7693	276.2099	254.9546	279.4258
APITD1	185.7474	94.0114	158.5012	229.7416	283.0971
APLF	76.0974	18.9954	58.0287	48.818	46.4264
APLNR	178.3751	358.9817	264.6108	237.629	660.9652
APLN	231.4338	72.4403	106.1096	431.4654	797.8009
APLP1	464.2639	324.5324	114.731	65.5693	22.6023
APLP2	10731.8265	46419.0766	23938.987	31750.1569	18167.9902
APOA1BP	3715.5075	1547.646	2014.0927	2141.2935	2346.3653
APOA1	0	0.322	0.9948	2.8716	8.5522
APOA2	0	0	0.3316	0.7179	0
APOA4	1.3963	0	1.9896	0	0
APOA5	0.6981	0	0.9948	0.2393	1.2217
APOB48R	378.3925	575.6586	195.6396	604.9609	354.3067
APOBEC1	5.5851	0	60.3498	0	3.6652
APOBEC2	709.6605	2.8976	0.3316	16.512	4.2761
APOBEC3A	13.0657	28.0102	142.5848	47.4349	15.2718
APOBEC3B	267.238	113.9727	341.2087	487.4099	15.8827
APOBEC3C	531.2855	377.0113	678.7698	734.6637	301.7715
APOBEC3D	166.1576	96.587	200.6134	247.9191	36.0415
APOBEC3F	177.6769	108.4994	297.77	218.724	99.5724
APOBEC3G	421.6773	257.5654	1097.9027	558.7752	115.4551
APOBEC3H	12.2175	14.1661	21.8851	10.0508	29.9328
APOBEC4	33.5108	21.5711	6.9634	0.9572	0.6109
APOB	2.0944	0.322	2.9843	4.0682	0.6109
APOC1P1	0.3491	0.322	0.3316	0.2393	0.6109
APOC1	3294.8774	628.4595	2939.5673	3430.6643	2282.8345
APOC2	284.4925	63.7474	74.6083	386.2369	307.8803
APOC3	0	0	0	0	0
APOC4	0.6981	2.2537	2.9843	0.7179	1.8326
APOD	100.8814	295.2343	204.9241	1823.2583	4806.3531
APOE	3262.4138	2063.4206	6341.706	13351.0179	5600.4887
APOF	0	0	0	0.2393	0.6109
APOH	203.1591	152.6075	77.261	416.8678	67.807
APOL1	1250.3709	857.0488	16107.7676	2682.8388	1107.5137
APOL2	710.0096	433.9977	2997.9275	1170.9152	706.1698
APOL3	474.736	362.5233	1097.2395	694.7	666.463
APOL4	282.7472	456.8566	663.5165	583.6628	268.7844
APOL5	0.3491	0.322	0.6632	0	0
APOL6	1761.7593	1618.7984	3755.9479	1843.8385	1383.6286
APOLD1	206.6498	187.7008	325.9554	180.3085	367.7459
APOM	13.6138	53.4448	19.8955	15.8013	35.4307
APOOL	350.816	168.7053	156.5116	195.9901	230.9102
APOO	177.3279	165.4858	215.5351	156.7442	143.5553
APPBP2	1108.6482	1521.5675	1128.4092	1056.7671	1026.2676
APPL1	921.8955	1263.6801	1115.8087	1165.8898	1347.587
APPL2	737.2371	1050.2228	649.9212	837.0859	806.3531
APP	15073.9157	20928.4749	16857.4981	5912.2484	7051.9243
APRT	1092.94	1753.6983	2497.2229	1583.7149	1952.3519
APTX	601.0996	329.6837	453.6185	504.6925	594.9908
AQP10	1.7454	3.5415	1.3264	0	0.6109
AQP11	31.7654	25.1126	29.1801	28.7165	13.4392
AQP12A	0	0	0	0	0
AQP12B	0	0	0	0	0.6109
AQP1	25968.7582	50400.2646	4644.2842	945.651	7324.8626
AQP2	0.3491	36.3811	0	0	1.2217
AQP3	4474.3869	25932.0043	752.7149	2673.0274	43674.4044
AQP4	3373.4183	670.6359	467.5454	1.4358	2905.9255
AQP5	26.5294	6787.4917	27.5222	152.9154	12.8283
AQP6	3.8398	127.8168	0.6632	3.5896	1.2217
AQP7P1	4.1888	0.9659	0	0.7179	1.2217
AQP7P3	0.3491	0.322	0	0	0
AQP7	51.6624	38.9568	6.3003	50.9718	87.9658
AQP8	0.6981	0.322	0.6632	0.9572	0
AQP9	497.0765	198.6473	242.0625	868.6741	307.2694
AQPEP	1.7454	1.6098	1.658	16.512	0
AQR	826.5992	857.0488	1053.1377	798.0793	1001.2217
ARAF	1407.4527	1706.6926	1931.8577	1391.7929	1446.5486
ARAP1	1815.2928	3383.6621	1748.7292	3107.0222	5944.2822
ARAP2	528.4929	317.7713	747.0778	220.6384	744.6549
ARAP3	356.052	360.2696	416.4801	571.6976	665.8522
ARCN1	5452.4828	6633.9183	4164.8015	4594.4004	4048.259
ARC	3.4907	15.132	11.9373	5.0254	50.7025
AREG	1482.8519	140.3731	7906.4909	281.1824	145.3879
ARF1	14671.4373	23753.9671	12926.1378	10323.5811	12232.7428
ARF3	8084.4751	7348.6622	4310.3706	6861.3286	6821.0141
ARF4	3930.884	6063.411	6331.4267	4629.5781	4727.5504
ARF5	2036.3697	1844.0136	2716.6973	2296.0874	1948.6255
ARF6	3468.7145	3585.954	5334.6597	2952.7739	2354.3067
ARFGAP1	1891.2645	1280.4219	1604.9076	1493.4972	1288.9432
ARFGAP2	1937.6909	1981.9656	1797.2312	1408.5442	2278.5583
ARFGAP3	630.7706	1666.77	1213.6285	1417.1592	1090.4093
ARFGEF1	3827.4893	2591.4297	1933.9335	1263.7652	1765.168
ARFGEF2	1133.7813	1930.1306	1556.4951	1265.201	1343.9218
ARFIP1	806.3531	1287.5049	1284.2576	746.1503	1138.0574
ARFIP2	966.2274	886.3469	786.2058	698.2895	1246.7929
ARFRP1	853.8267	343.5278	1981.265	646.3605	576.0538
ARG1	0.3491	0.9659	0	0.7179	0
ARG2	322.4191	121.0107	233.66	190.7063	159.5907
ARGFXP2	5.5851	2.5757	0	0.7179	1.8326
ARGFX	0	0	0	0.2393	0
ARGLU1	1727.2013	2101.4115	689.3808	1559.3059	2534.5144
ARHGAP10	309.9747	98.8407	514.2999	485.5481	266.9517
ARHGAP11A	420.6301	114.6166	1015.9993	193.5971	180.2077
ARHGAP11B	30.0201	7.727	50.2462	16.0477	9.1631
ARHGAP12	1173.5754	1646.4867	1308.4639	1016.564	872.9383
ARHGAP15	76.7955	109.7872	101.1357	131.6173	80.0244
ARHGAP17	802.1642	1939.1453	793.8324	905.5269	930.3604
ARHGAP18	1258.7486	1335.4765	1197.712	1403.0402	927.306
ARHGAP19	291.823	446.8759	382.6577	270.1744	401.3439
ARHGAP1	2764.2901	4251.7605	3260.8804	2439.2272	3288.9432
